Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-13 09:00:00+09:00,5780.0,5830.0,5610.0,5630.0,5630.0,266252
2024-05-13 10:00:00+09:00,5620.0,5650.0,5510.0,5600.0,5600.0,133126
2024-05-13 11:00:00+09:00,5600.0,5760.0,5560.0,5690.0,5690.0,92002
2024-05-13 12:00:00+09:00,5690.0,5740.0,5620.0,5680.0,5680.0,82669
2024-05-13 13:00:00+09:00,5680.0,5740.0,5650.0,5720.0,5720.0,54128
2024-05-13 14:00:00+09:00,5720.0,5720.0,5650.0,5650.0,5650.0,39280
2024-05-14 09:00:00+09:00,5700.0,5700.0,5300.0,5330.0,5330.0,352338
2024-05-14 10:00:00+09:00,5330.0,5390.0,5330.0,5370.0,5370.0,88585
2024-05-14 11:00:00+09:00,5360.0,5380.0,5330.0,5360.0,5360.0,33873
2024-05-14 12:00:00+09:00,5350.0,5370.0,5320.0,5360.0,5360.0,72606
2024-05-14 13:00:00+09:00,5350.0,5370.0,5310.0,5350.0,5350.0,44421
2024-05-14 14:00:00+09:00,5350.0,5420.0,5340.0,5390.0,5390.0,52984
2024-05-16 09:00:00+09:00,5450.0,5530.0,5360.0,5490.0,5490.0,536392
2024-05-16 10:00:00+09:00,5490.0,5590.0,5410.0,5570.0,5570.0,268196
2024-05-16 11:00:00+09:00,5560.0,5620.0,5430.0,5430.0,5430.0,187648
2024-05-16 12:00:00+09:00,5430.0,5480.0,5360.0,5390.0,5390.0,103099
2024-05-16 13:00:00+09:00,5390.0,5430.0,5370.0,5420.0,5420.0,36009
2024-05-16 14:00:00+09:00,5420.0,5450.0,5350.0,5390.0,5390.0,57765
2024-05-17 09:00:00+09:00,5300.0,5480.0,5220.0,5410.0,5410.0,234155
2024-05-17 10:00:00+09:00,5410.0,5410.0,5310.0,5320.0,5320.0,51136
2024-05-17 11:00:00+09:00,5320.0,5340.0,5270.0,5290.0,5290.0,44562
2024-05-17 12:00:00+09:00,5290.0,5320.0,5260.0,5300.0,5300.0,29635
2024-05-17 13:00:00+09:00,5300.0,5390.0,5270.0,5350.0,5350.0,66916
2024-05-17 14:00:00+09:00,5360.0,5370.0,5320.0,5330.0,5330.0,20008
2024-05-20 09:00:00+09:00,5230.0,5260.0,5020.0,5200.0,5200.0,79766
2024-05-20 10:00:00+09:00,5160.0,5190.0,5140.0,5190.0,5190.0,39883
2024-05-20 11:00:00+09:00,5190.0,5300.0,5170.0,5250.0,5250.0,39023
2024-05-20 12:00:00+09:00,5240.0,5240.0,5180.0,5230.0,5230.0,15398
2024-05-20 13:00:00+09:00,5230.0,5320.0,5180.0,5250.0,5250.0,37725
2024-05-20 14:00:00+09:00,5260.0,5360.0,5230.0,5300.0,5300.0,60795
2024-05-21 09:00:00+09:00,5300.0,5300.0,5130.0,5160.0,5160.0,64122
2024-05-21 10:00:00+09:00,5160.0,5170.0,5110.0,5130.0,5130.0,59729
2024-05-21 11:00:00+09:00,5130.0,5150.0,5090.0,5100.0,5100.0,43349
2024-05-21 12:00:00+09:00,5090.0,5160.0,5080.0,5130.0,5130.0,36404
2024-05-21 13:00:00+09:00,5100.0,5130.0,5070.0,5120.0,5120.0,49626
2024-05-21 14:00:00+09:00,5120.0,5120.0,5070.0,5100.0,5100.0,42839
2024-05-22 09:00:00+09:00,4970.0,5000.0,4845.0,4895.0,4895.0,280937
2024-05-22 10:00:00+09:00,4895.0,4900.0,4805.0,4835.0,4835.0,163486
2024-05-22 11:00:00+09:00,4840.0,4850.0,4725.0,4765.0,4765.0,148987
2024-05-22 12:00:00+09:00,4760.0,4765.0,4660.0,4720.0,4720.0,151147
2024-05-22 13:00:00+09:00,4715.0,4715.0,4650.0,4680.0,4680.0,125175
2024-05-22 14:00:00+09:00,4680.0,4690.0,4645.0,4670.0,4670.0,65406
