Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-01 09:00:00+09:00,83200.0,83300.0,83100.0,83200.0,83200.0,686462
2024-04-01 09:01:00+09:00,83200.0,83300.0,83100.0,83100.0,83100.0,248975
2024-04-01 09:02:00+09:00,83200.0,83200.0,82900.0,83000.0,83000.0,392619
2024-04-01 09:03:00+09:00,82900.0,82900.0,82700.0,82700.0,82700.0,235787
2024-04-01 09:04:00+09:00,82700.0,83000.0,82700.0,83000.0,83000.0,301658
2024-04-01 09:05:00+09:00,83000.0,83100.0,82900.0,83000.0,83000.0,161201
2024-04-01 09:06:00+09:00,83000.0,83000.0,82900.0,83000.0,83000.0,78468
2024-04-01 09:07:00+09:00,83000.0,83000.0,82900.0,83000.0,83000.0,74806
2024-04-01 09:08:00+09:00,82900.0,83000.0,82800.0,82800.0,82800.0,286141
2024-04-01 09:09:00+09:00,82800.0,82900.0,82600.0,82600.0,82600.0,387855
2024-04-01 09:10:00+09:00,82600.0,82700.0,82500.0,82500.0,82500.0,229055
2024-04-01 09:11:00+09:00,82500.0,82600.0,82500.0,82600.0,82600.0,182523
2024-04-01 09:12:00+09:00,82500.0,82600.0,82400.0,82600.0,82600.0,173933
2024-04-01 09:13:00+09:00,82600.0,82600.0,82500.0,82500.0,82500.0,47412
2024-04-01 09:14:00+09:00,82500.0,82600.0,82400.0,82500.0,82500.0,189001
2024-04-01 09:15:00+09:00,82400.0,82500.0,82400.0,82500.0,82500.0,124198
2024-04-01 09:16:00+09:00,82500.0,82600.0,82400.0,82600.0,82600.0,211488
2024-04-01 09:17:00+09:00,82600.0,82600.0,82500.0,82600.0,82600.0,58269
2024-04-01 09:18:00+09:00,82600.0,82900.0,82500.0,82800.0,82800.0,333757
2024-04-01 09:19:00+09:00,82800.0,82900.0,82700.0,82700.0,82700.0,138591
2024-04-01 09:20:00+09:00,82700.0,82800.0,82600.0,82600.0,82600.0,183600
2024-04-01 09:21:00+09:00,82600.0,82700.0,82600.0,82600.0,82600.0,54804
2024-04-01 09:22:00+09:00,82600.0,82700.0,82600.0,82700.0,82700.0,20778
2024-04-01 09:23:00+09:00,82700.0,82700.0,82500.0,82500.0,82500.0,114213
2024-04-01 09:24:00+09:00,82500.0,82600.0,82500.0,82500.0,82500.0,54829
2024-04-01 09:25:00+09:00,82500.0,82600.0,82500.0,82600.0,82600.0,29154
2024-04-01 09:26:00+09:00,82500.0,82600.0,82500.0,82500.0,82500.0,43261
2024-04-01 09:27:00+09:00,82500.0,82500.0,82400.0,82400.0,82400.0,182090
2024-04-01 09:28:00+09:00,82400.0,82500.0,82300.0,82300.0,82300.0,239287
2024-04-01 09:29:00+09:00,82300.0,82400.0,82200.0,82300.0,82300.0,251538
2024-04-01 09:30:00+09:00,82300.0,82400.0,82300.0,82400.0,82400.0,101231
2024-04-01 09:31:00+09:00,82300.0,82400.0,82300.0,82300.0,82300.0,44532
2024-04-01 09:32:00+09:00,82300.0,82400.0,82300.0,82300.0,82300.0,27086
2024-04-01 09:33:00+09:00,82300.0,82400.0,82200.0,82200.0,82200.0,165490
2024-04-01 09:34:00+09:00,82300.0,82300.0,82100.0,82200.0,82200.0,171557
2024-04-01 09:35:00+09:00,82200.0,82200.0,82100.0,82100.0,82100.0,114450
2024-04-01 09:36:00+09:00,82200.0,82200.0,82000.0,82100.0,82100.0,157840
2024-04-01 09:37:00+09:00,82100.0,82200.0,82000.0,82200.0,82200.0,236497
2024-04-01 09:38:00+09:00,82200.0,82300.0,82100.0,82300.0,82300.0,148290
2024-04-01 09:39:00+09:00,82300.0,82400.0,82200.0,82400.0,82400.0,82774
2024-04-01 09:40:00+09:00,82400.0,82400.0,82300.0,82300.0,82300.0,19862
2024-04-01 09:41:00+09:00,82400.0,82500.0,82300.0,82400.0,82400.0,201556
2024-04-01 09:42:00+09:00,82400.0,82500.0,82300.0,82500.0,82500.0,107710
2024-04-01 09:43:00+09:00,82500.0,82600.0,82400.0,82500.0,82500.0,111215
2024-04-01 09:44:00+09:00,82500.0,82600.0,82400.0,82600.0,82600.0,51164
2024-04-01 09:45:00+09:00,82600.0,82600.0,82500.0,82500.0,82500.0,68744
2024-04-01 09:46:00+09:00,82600.0,82700.0,82500.0,82700.0,82700.0,52145
2024-04-01 09:47:00+09:00,82700.0,82700.0,82600.0,82700.0,82700.0,14172
2024-04-01 09:48:00+09:00,82700.0,82800.0,82600.0,82600.0,82600.0,198355
2024-04-01 09:49:00+09:00,82700.0,82800.0,82700.0,82800.0,82800.0,80167
2024-04-01 09:50:00+09:00,82800.0,82800.0,82700.0,82800.0,82800.0,32950
2024-04-01 09:51:00+09:00,82700.0,82800.0,82700.0,82800.0,82800.0,15405
2024-04-01 09:52:00+09:00,82700.0,82800.0,82700.0,82800.0,82800.0,13881
2024-04-01 09:53:00+09:00,82800.0,82900.0,82700.0,82800.0,82800.0,153520
2024-04-01 09:54:00+09:00,82800.0,82900.0,82700.0,82800.0,82800.0,82625
2024-04-01 09:55:00+09:00,82800.0,82900.0,82800.0,82800.0,82800.0,12240
2024-04-01 09:56:00+09:00,82900.0,82900.0,82600.0,82700.0,82700.0,134315
2024-04-01 09:57:00+09:00,82700.0,82700.0,82600.0,82700.0,82700.0,67539
2024-04-01 09:58:00+09:00,82700.0,82700.0,82500.0,82600.0,82600.0,117258
2024-04-01 09:59:00+09:00,82500.0,82600.0,82400.0,82400.0,82400.0,117558
2024-04-01 10:00:00+09:00,82400.0,82500.0,82300.0,82400.0,82400.0,132340
2024-04-01 10:01:00+09:00,82400.0,82700.0,82300.0,82700.0,82700.0,174593
2024-04-01 10:02:00+09:00,82600.0,82700.0,82500.0,82600.0,82600.0,85572
2024-04-01 10:03:00+09:00,82600.0,82600.0,82500.0,82600.0,82600.0,15021
2024-04-01 10:04:00+09:00,82600.0,82700.0,82500.0,82700.0,82700.0,107419
