Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-24 09:00:00+09:00,176800.0,176800.0,176800.0,176800.0,176800.0,171158.4
2024-04-24 09:01:00+09:00,176800.0,177700.0,176300.0,177600.0,177600.0,95088.0
2024-04-24 09:02:00+09:00,177700.0,177900.0,177500.0,177700.0,177700.0,62324.0
2024-04-24 09:03:00+09:00,177700.0,178000.0,177600.0,177600.0,177600.0,48286.0
2024-04-24 09:04:00+09:00,177700.0,178500.0,177600.0,178200.0,178200.0,80727.0
2024-04-24 09:05:00+09:00,178300.0,178800.0,178100.0,178700.0,178700.0,50133.0
2024-04-24 09:06:00+09:00,178700.0,178700.0,178200.0,178200.0,178200.0,36783.0
2024-04-24 09:07:00+09:00,178100.0,178600.0,178100.0,178600.0,178600.0,43760.0
2024-04-24 09:08:00+09:00,178500.0,178500.0,178100.0,178200.0,178200.0,22911.0
2024-04-24 09:09:00+09:00,178200.0,178200.0,177600.0,177600.0,177600.0,29836.0
2024-04-24 09:10:00+09:00,177600.0,178000.0,177200.0,177300.0,177300.0,24697.0
2024-04-24 09:11:00+09:00,177400.0,177500.0,177200.0,177500.0,177500.0,25904.0
2024-04-24 09:12:00+09:00,177500.0,177800.0,177100.0,177100.0,177100.0,31936.0
2024-04-24 09:13:00+09:00,177100.0,177600.0,177100.0,177500.0,177500.0,20317.0
2024-04-24 09:14:00+09:00,177500.0,177800.0,177400.0,177700.0,177700.0,22086.0
2024-04-24 09:15:00+09:00,177800.0,178400.0,177700.0,178400.0,178400.0,45106.0
2024-04-24 09:16:00+09:00,178300.0,178400.0,177900.0,178100.0,178100.0,22647.0
2024-04-24 09:17:00+09:00,178100.0,178400.0,178000.0,178100.0,178100.0,16330.0
2024-04-24 09:18:00+09:00,178000.0,178400.0,178000.0,178400.0,178400.0,22307.0
2024-04-24 09:19:00+09:00,178400.0,178600.0,178200.0,178300.0,178300.0,36198.0
2024-04-24 09:20:00+09:00,178300.0,178700.0,178200.0,178600.0,178600.0,25028.0
2024-04-24 09:21:00+09:00,178600.0,178700.0,178300.0,178500.0,178500.0,18505.0
2024-04-24 09:22:00+09:00,178500.0,178900.0,178300.0,178900.0,178900.0,42798.0
2024-04-24 09:23:00+09:00,178800.0,178900.0,178700.0,178900.0,178900.0,19725.0
2024-04-24 09:24:00+09:00,178900.0,178900.0,178000.0,178000.0,178000.0,22223.0
2024-04-24 09:25:00+09:00,178000.0,178700.0,178000.0,178400.0,178400.0,20721.0
2024-04-24 09:26:00+09:00,178300.0,178700.0,178300.0,178400.0,178400.0,14045.0
2024-04-24 09:27:00+09:00,178400.0,178700.0,178300.0,178600.0,178600.0,15123.0
2024-04-24 09:28:00+09:00,178600.0,178700.0,178200.0,178200.0,178200.0,10549.0
2024-04-24 09:29:00+09:00,178300.0,178500.0,178200.0,178500.0,178500.0,9151.0
2024-04-24 09:30:00+09:00,178500.0,178800.0,178300.0,178800.0,178800.0,35072.0
2024-04-24 09:31:00+09:00,178800.0,178900.0,178700.0,178900.0,178900.0,18858.0
2024-04-24 09:32:00+09:00,178900.0,179000.0,178800.0,178900.0,178900.0,15057.0
2024-04-24 09:33:00+09:00,178900.0,179000.0,178800.0,178900.0,178900.0,23088.0
2024-04-24 09:34:00+09:00,179000.0,179100.0,178800.0,178900.0,178900.0,32820.0
2024-04-24 09:35:00+09:00,178900.0,179200.0,178800.0,179000.0,179000.0,33219.0
2024-04-24 09:36:00+09:00,179100.0,179200.0,178700.0,178700.0,178700.0,18404.0
2024-04-24 09:37:00+09:00,178800.0,179100.0,178700.0,179000.0,179000.0,11743.0
2024-04-24 09:38:00+09:00,179000.0,179000.0,178700.0,178900.0,178900.0,12995.0
2024-04-24 09:39:00+09:00,178900.0,179000.0,178500.0,178600.0,178600.0,11519.0
2024-04-24 09:40:00+09:00,178600.0,178700.0,178100.0,178500.0,178500.0,14246.0
2024-04-24 09:41:00+09:00,178400.0,178500.0,178000.0,178000.0,178000.0,17058.0
2024-04-24 09:42:00+09:00,178100.0,178100.0,178000.0,178000.0,178000.0,14246.0
2024-04-24 09:43:00+09:00,178100.0,178100.0,177900.0,178000.0,178000.0,15895.0
